id,# Pages / Video Length:,Abstract:,Author:,NSGL Document #:,Program Report #:,Project #:,Publication Type:,Publication Year :,Sea Grant Program/Affiliate:,Title:,Notes:,URL:,Source Citation:,Editor :,DOI #:,Publisher:,Grant/Contract #:
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355303_3683_2816697.csv,11,"This series of short publications, developed by Oregon Sea Grant's watershed education and outreach team, lays out guidelines for choosing, building, maintaining and testing a variety of ""green"" options for handling stormwater runoff from residential, commercial, and public property. The series includes ""Rain Gardens,"" ORESU-G-11-001; ""Porous Pavement,"" ORESU-G-11-002; ""Vegetated Filter Strips,"" ORESU-G-11-003; ""Drywells,"" ORESU-G-11-004; ""Stormwater Planters,"" ORESU-G-11-005; ""Swales,"" ORESU-G-11-006; ""Green Roofs,"" ORESU-G-11-007; ""Infiltration Testing,"" ORESU-G-11-008; and ""Soakage Trenches,"" ORESU-G-11-009.","Cahill, Maria;Godwin, Derek C.;Sowles, Marissa",ORESU-G-11-005,ORESU-G-11-005,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Stormwater planters,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355328_3682_2816696.csv,10,"This series of short publications, developed by Oregon Sea Grant's watershed education and outreach team, lays out guidelines for choosing, building, maintaining and testing a variety of ""green"" options for handling stormwater runoff from residential, commercial, and public property. The series includes ""Rain Gardens,"" ORESU-G-11-001; ""Porous Pavement,"" ORESU-G-11-002; ""Vegetated Filter Strips,"" ORESU-G-11-003; ""Drywells,"" ORESU-G-11-004; ""Stormwater Planters,"" ORESU-G-11-005; ""Swales,"" ORESU-G-11-006; ""Green Roofs,"" ORESU-G-11-007; ""Infiltration Testing,"" ORESU-G-11-008; and ""Soakage Trenches,"" ORESU-G-11-009.","Cahill, Maria;Godwin, Derek C.;Sowles, Marissa",ORESU-G-11-006,ORESU-G-11-006,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Swales,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355353_3681_2816695.csv,8,"This series of short publications, developed by Oregon Sea Grant's watershed education and outreach team, lays out guidelines for choosing, building, maintaining and testing a variety of ""green"" options for handling stormwater runoff from residential, commercial, and public property. The series includes ""Rain Gardens,"" ORESU-G-11-001; ""Porous Pavement,"" ORESU-G-11-002; ""Vegetated Filter Strips,"" ORESU-G-11-003; ""Drywells,"" ORESU-G-11-004; ""Stormwater Planters,"" ORESU-G-11-005; ""Swales,"" ORESU-G-11-006; ""Green Roofs,"" ORESU-G-11-007; ""Infiltration Testing,"" ORESU-G-11-008; and ""Soakage Trenches,"" ORESU-G-11-009.","Cahill, Maria;Godwin, Derek C.;Sowles, Marissa",ORESU-G-11-007,ORESU-G-11-007,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Green roofs,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355378_3680_2816694.csv,11,"This series of short publications, developed by Oregon Sea Grant's watershed education and outreach team, lays out guidelines for choosing, building, maintaining and testing a variety of ""green"" options for handling stormwater runoff fro5m residential, commercial, and public property. The series includes ""Rain Gardens,"" ORESU-G-11-001; ""Porous Pavement,"" ORESU-G-11-002; ""Vegetated Filter Strips,"" ORESU-G-11-003; ""Drywells,"" ORESU-G-11-004; ""Stormwater Planters,"" ORESU-G-11-005; ""Swales,"" ORESU-G-11-006; ""Green Roofs,"" ORESU-G-11-007; ""Infiltration Testing,"" ORESU-G-11-008; and ""Soakage Trenches,"" ORESU-G-11-009.","Cahill, Maria;Godwin, Derek C.;Sowles, Marissa",ORESU-G-11-008,ORESU-G-11-008,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Infiltration testing,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355403_3679_2816693.csv,10,"This series of short publications, developed by Oregon Sea Grant's watershed education and outreach team, lays out guidelines for choosing, building, maintaining and testing a variety of ""green"" options for handling stormwater runoff from residential, commercial, and public property. The series includes ""Rain Gardens,"" ORESU-G-11-001; ""Porous Pavement,"" ORESU-G-11-002; ""Vegetated Filter Strips,"" ORESU-G-11-003; ""Drywells,"" ORESU-G-11-004; ""Stormwater Planters,"" ORESU-G-11-005; ""Swales,"" ORESU-G-11-006; ""Green Roofs,"" ORESU-G-11-007; ""Infiltration Testing,"" ORESU-G-11-008; and ""Soakage Trenches,"" ORESU-G-11-009.","Cahill, Maria;Godwin, Derek C.;Sowles, Marissa",ORESU-G-11-009,ORESU-G-11-009,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Soakage trenches,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355660_3678_2816692.csv,quad-fold publication,Brochure explains what to do in the event of a tsunami.,"Corcoran, Patrick",ORESU-G-11-010,ORESU-G-11-010,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Three things you need to know about tsunamis,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355681_2506_2815520.csv,1,NA,NA,ORESU-G-11-011,ORESU-G-11-011,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,What's fresh and when in 2011? Oregon seafood consumer guide harvest dates,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355699_1001_2814015.csv,8,"Invasive nonnative plants are a serious subject for gardeners, farmers, the general public, and land managers. Understanding invasive species and how to control them is becoming increasingly important for gardeners.","Emanuel, Robert;McMahan, Linda;Jones, Joy",ORESU-G-11-012,ORESU-G-11-012,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Invasive Species: What Gardeners Need to Know,NA,NA,NA,NA,NA,Oregon State University (OSU) Sea Grant Extension Service,NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355737_1327_2814341.csv,2,NA,NA,ORESU-G-11-013,ORESU-G-11-013,A/ESG-08,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Oregon Sea Grant helps coastal residents prepare for tsunamis,NA,NA,NA,"Cooper, Rick",NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355756_2505_2815519.csv,1,"This is one in a series of 10 signs posted along the bay front in Newport, Oregon. The ""Newport's Commercial Fisheries"" series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crab, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-014,ORESU-G-11-014,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: salmon troller,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355806_3677_2816691.csv,12,"We each make decisions all the time about private matters and think we're pretty good at it-at least sometimes, or until we get feedback. But group decision making about public issues, such as those involving the environment and the economy, is a bit more complicated. Leaders and participants in such public decision making often lack a sense of the structure of the process. This 12-page publication applies insights from the decision sciences and behavioral decision research to address problems with stakeholder participation. The authors, both of whom are decision scientists, focus on practical tools that can be used during the initial phases of the participatory process, where all stakeholders work together to clarify the relevant values and identify potential solutions to the problem at hand. Public officials, managers, and university and Extension faculty who lead decision processes will find the text, along with illustrations of the nine-step Decision Cycle and a Decision Matrix, both useful and usable-even in the heat of a decision-making process.","Wilson, Robyn S.;Arvai, Joseph L.",ORESU-H-11-001,ORESU-H-11-001,M/A-21,"handbooks, manuals, guides",2011,Oregon Sea Grant,Structured decision making: using decision research to improve stakeholder participation and results,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355829_3676_2816690.csv,12,"All professionals conduct interviews, often to determine what another person understands, feels, believes, or is willing to discuss about topics of interest. The method of mental models interviewing can be a distinct advantage to such interviewers, as it provides a structure grounded in behavioral and communication research. Just as a model airplane is a representation of a real airplane, so are mental models representations in our minds of something real. The question we're trying to answer in mental models interviewing is, how does this other person put together this reality? A model airplane comes in a box full of pieces; what do interviewees perceive as being in the ""box"" of the topic at hand, and how do they think the pieces fit together? More precisely, interviewers often want to know how interviewees understand causes and effects. Mental Models Interviewing is intended to help professionals such as agency officials, university outreach/extens​ion specialists, and social science researchers interview more effectively by answering the questions ""What am I listening for?"" and ""How am I listening?""","Cone, Joe;Winters, Kirsten",ORESU-H-11-002,ORESU-H-11-002,M/A-21,"handbooks, manuals, guides",2011,Oregon Sea Grant,Mental models interviewing for more-effective communication: a primer,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355863_2504_2815518.csv,5,"Guide to the identification, biology, management, chemical control, and ecological impact of woody knotweeds.","Emanuel, Robert;Hulting, Andrew;Koepke-Hill, Rebecca",ORESU-H-11-003,ORESU-H-11-003,A/ESG-07,"handbooks, manuals, guides",2011,Oregon Sea Grant,Biology and management of knotweeds in Oregon: a guide for gardeners and small-acreage landowner,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355910_2203_2815217.csv,NA,Keep apprised of what Oregon Sea Grant scholars are up to as they post their activities.,NA,ORESU-I-11-002,ORESU-I-11-002,M/A-1;M/A-21,"web/blog sites (topical), other web-based resources",2011,Oregon Sea Grant,Sea Grant scholars (blogsite),NA,http://blogs.or​egonstate.edu/s​eagrantscholars​/,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355931_3675_2816689.csv,NA,"Oregon Sea Grant's Bill Hanshumaker's chronicles (October, 2011) of a research voyage aboard the R/V Wecoma.",NA,ORESU-I-11-003,ORESU-I-11-003,A/ESG-07,"web/blog sites (topical), other web-based resources",2011,Oregon Sea Grant,A marine educator at sea (blogsite),NA,http://blogs.or​egonstate.edu/b​illgoestosea/,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355950_1326_2814340.csv,2,Brochure provides list of Oregon Sea Grant publications and videos on fisheries-​related topics.,NA,ORESU-L-11-001,ORESU-L-11-001,M/A-21,directories/bib​liographies/ind​exes,2011,Oregon Sea Grant,Fisheries-​related publications and videos from Oregon Sea Grant,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6355969_543_2813557.csv,4,"In the lowlands of the upper Willamette River Valley, Oregon, winter flooding is an annual phenomenon driven by the seasonal precipitation regime of the Pacific Northwest (Hamlet and Lettenmaier 1999). Predictable inundation of river floodplains and expansion of stream networks like these are major processes influencing entire aquatic communities (which include fish, frogs, salamanders, insects, clams, snails, and crustaceans-​such as crayfish and small shrimp like organisms) (Tockner and Stanford 2002). Flood control and improved drainage has been achieved through channel straightening, wetland filling, dike construction and ditch development (Benner and Sedell 1997). Flood control efforts, however, are not effective enough to keep many grass seed producing fields in the Willamette Valley from becoming partly submerged on an annual basis. The goal of our study was to determine wheth​er invertebrate community composition (i.e., species present) and biomass (i.e., mass of living organisms in a given area at a given time) differed between wetlands in grass seed fields and wetlands in native wet prairies as a result of the frequency of soil disturbance from tillage.","Wyss, L. A.;Herlihy, A. T.;Dugger, B. D.;Li, J. L.;Gerth, W. J.;Giannico, G. R.",ORESU-MR-11-001,ORESU-MR-11-001,A/ESG-07,reprints (not peer-reviewed),2011,Oregon Sea Grant,Grass seed agriculture and invertebrate communities of seasonal wetlands in the southern Willamette Valley,NA,NA,"2010 Seed Production Research at Oregon State University, USDA-ARS Cooperating, pp. 45-48, 2011.",NA,NA,OSU Sea Grant,NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356066_360_2813374.csv,5,"Nitrogen is a key nutrient limiting productivity of many biological systems, including grasses grown for seed in western Oregon. Application of adequate amounts of nitrogen in fertilizer is a vital component in profitable production of nearly all non-​leguminous crops, including cereals, pasture, and grass seed. To better understand the opportunities for more efficient use of nitrogen fertilizer by western Oregon agriculture, we sampled streams draining 40 sub-basins of the Calapooia River basin on a monthly basis from October 2003 through January 2007.","Mueller-​Warrant, G. W.;Griffith, S. M.;Whittaker, G. W.;Banowetz, G. M.;Pfender, W. F.;Garcia, T. S.;Giannico, G. R.",ORESU-MR-11-002,ORESU-MR-11-002,A/ESG-07,reprints (not peer-reviewed),2011,Oregon Sea Grant,Making sense of nitrogen flux patterns in the Calapooia River Basin,NA,NA,"2010 Seed Production Research At Oregon State University, USDA-ARS Cooperating, pp. 40-44, 2011.",NA,NA,OSU Sea Grant,NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356196_2503_2815517.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-015,ORESU-G-11-015,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: tuna troller,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356215_2502_2815516.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-016,ORESU-G-11-016,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: bottom trawler,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356272_2501_2815515.csv,NA,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-017,ORESU-G-11-017,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: Dungeness crabs,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356290_2500_2815514.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-018,ORESU-G-11-018,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: hagfish,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356330_2499_2815513.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-019,ORESU-G-11-019,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fishing community,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356349_2498_2815512.csv,NA,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-020,ORESU-G-11-020,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: longliner,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356367_2497_2815511.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-021,ORESU-G-11-021,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: Pacific whiting midwater trawler,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356386_2496_2815510.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-022,ORESU-G-11-022,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: shrimp trawler,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6356405_2495_2815509.csv,1,"One in a series of ten ""Newport's Commercial Fisheries"" signs posted along the bay front in Newport, Oregon. The series includes: Salmon Troller, Tuna Troller, Bottom Trawler, Dungeness Crabs, Hagfish, Longliner, Pacific Whiting Midwater Trawler, Shrimp Trawler, Sablefish Traps, and Newport's Commercial Fishing Community.",NA,ORESU-G-11-023,ORESU-G-11-023,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2011,Oregon Sea Grant,Newport's commercial fisheries: sablefish traps,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357342_3196_2816210.csv,24,NA,"Beach, Reg;Cacchione, David;Fletcher, Charles;Ginsburg, Robert;Hine, Al;Holman, Robert;Kineke, Gail;Komar, Paul;McCave, Nick;Milliman, John;Pikley, Orrin;Ryan, William",HAWAU-R-98-044,UNIHI-​SEAGRANT-​BC-​97-​03,R/EP-10,reprints (peer-reviewed),1998,Hawaii Sea Grant,Report of thematic working group #3: Shelf and shoreface sediments: where land and ocean meet,NA,NA,"FUMAGES Report, Report of a Workshop, P. Baker and M. McNutt (eds.), Chapter 4, pp. 47-70, Ashland Hills, Oregon, December 5-7, 1996",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357555_2494_2815508.csv,2,NA,NA,ORESU-NR-11-001,ORESU-NR-11-001,A/ESG-07,reprints (not peer-reviewed),2011,Oregon Sea Grant,How will the radiation affect fish and seafood that have not yet been fished or harvested? Japan's sorrow can be your teacher -- preparing for Oregon's big one,NA,NA,"""The Coast Ranger: Oregon State University Extension Service Lincoln County,"" XXVIII(3):3 & 8, May/June 2011.",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357574_3674_2816688.csv,1,NA,"Hildenbrand, Kaety",ORESU-NR-11-002,ORESU-NR-11-002,A/ESG-07,reprints (not peer-reviewed),2011,Oregon Sea Grant,Buying whole albacore tuna off the docks,NA,NA,"""The Coast Ranger: Oregon State University Extension Service Lincoln County,"" XXVIII(5):10, September/Octob​er 2011.",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357595_1065_2814079.csv,36,"While some types of ocean use, such as recreational and commercial fishing, have received research attention, little research has been directed at Oregon's non-consumptive recreational ocean users. Surfers, kayakers, kiteboarders, boat-based nature viewers, divers, wind surfers, and boaters are among Oregon's non-consumptive recreational ocean users. They are neighbors and business owners, community leaders and family members, employees and friends. They are an important group of people making economic and cultural contributions to coastal communities, and one with a stake in the outstanding public ocean resources near and far from Oregon's shores. Non-consumptive recreational ocean users are often stewards of the beaches and sea, and they are coming to play on the ocean from all over Oregon and beyond. They are also currently underrepresente​d in the literature, and are poorly understood. This publication seeks to remedy that situation.","Eardley, Christopher S.;Conway, Flaxen D. L.",ORESU-S-11-001,ORESU-S-11-001,A/ESG-07,technical reports/surveys​/patents,2011,Oregon Sea Grant,Oregon's non-consumptive recreational ocean user community: understanding an ocean stakeholder,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357629_126_2813140.csv,21,"This article addresses concerns among Oregon's fishing community about the potential effects of wave-energy devices on Dungeness crab movement, behavior, and harvests. Though crabbing has been a mainstay of west coast economies for decades, little information had previously been collected or analyzed on adult Dungeness crab movement in general and for the Oregon coast in specific. To begin addressing this critical information gap, the Oregon Wave Energy Trust (OWET), the Oregon Dungeness Crab Commission (ODCC), and Oregon Sea Grant added value to a planned baseline study conducted by H.T. Harvey and Associates. Crabs collected for the baseline study were tagged after they were measured and before they were returned to the ocean. Commercial crabbers who then caught the tagged crabs were paid $20 for each tag returned to Oregon Sea Grant. The resulting data revealed that crabs travelled distances ranging from 0.27 km to 90.68 km; 65% of crabs traveled less than 20 km, 77.7% of crabs traveled less than 30 km, and 95.5% of crabs traveled less than 50 km. Crabs moved primarily in the alongshore direction, with minimal across-shelf movement. The distances reported here represent a minimum distance that crabs traveled. Additional tags were returned with general locations indicating that crabs may be moving as far north as Tillamook, Oregon (approximately 140 miles). It remains unknown to what degree Dungeness crab movements vary from year to year. The findings of this study should be treated as preliminary rather than definitive. Additional studies are needed to fully characterize adult Dungeness crab movements in Oregon's coastal waters.","Hildenbrand, Kaety;Gladics, Amanda J.;Eder, Robert",ORESU-T-11-001,ORESU-T-11-001,A/ESG-07,technical reports/surveys​/patents,2011,Oregon Sea Grant,"Adult male Dungeness crab (Metacarcinus magister) movements near Reedsport, Oregon from a fisheries collaborative mark-recapture study",NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357676_3673_2816687.csv,5.5 minutes,This short video introduces the dramatic life story of Pacific salmon from the underwater perspective of the fish. Useful for introducing the topic of salmon biology and restoration.,NA,ORESU-V-99-005,ORESU-V-99-005,M/A-21,videos,1999,Oregon Sea Grant,Life cycle of the salmon [DVD],NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357695_2202_2815216.csv,13 minutes,"Join us for a scenic and historical walk through the beautiful prairie headlands, forests, and grassy marshes of Cascade Head and the adjoining Salmon River estuary. Learn about commercial and residential developments that once threatened this coastal gem and about the public and private actions that are protecting and restoring it. Visit with science researchers and educators to understand the ongoing benefits of the one-of-a-kind landscape of the Cascade Head Scenic Research Area. Part of our ""Gems of the Oregon Coast"" series about Oregon's special coastal places.",NA,ORESU-V-11-001,ORESU-V-11-001,M/A-21;R/HBT-12,videos,2011,Oregon Sea Grant,Gems of the Oregon coast: Cascade Head scenic research area (DVD),NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6357736_3672_2816686.csv,155,"This volume contains discussion papers presented at a March 1979 conference on recreational access to the coastal zone. The papers focussed on various public policy problems associated with the provision of recreational access to the coast: the need for access, the alternative ways of providing access, and the costs of doing so. To ensure a balanced discussion, the attendance of the conference included a wide range of persons: public officials, journalists, lawyers, environmentalis​ts, developers, and designers. Both theoretical issues and case studies were discussed. The following papers are included in this proceedings: 1. PUBLIC ACCESS THROUGH THE PERMIT PROCESS CALIFORNIA COASTAL ACT OF 1976. Janet Tulk pp. 5-7. 2. PUBLIC TRUST AND PRESCRIPTIVE RIGHT. Gregory N. Taylor pp. 8-14. 3. PUBLIC ACCESS TO THE COAST: POLICY OR PROGRAM? Norbert Dall pp. 15-16. 4. LIMITS TO THE ""AD HOC"" APPROACH. Thomas Dickert pp. 17-20. 5. SEATTLE SHORELINE ACCESS AND VIEWPOINTS MAP. Robert F. Goodwin pp. 24-27. 6. DETERMINING EXISTING SHORELINE FOR THE SAN MATEO COUNTY SHORELINE. Elaine Costello pp. 28-37. 7. SOME THOUGHTS AT THE STATEWIDE PERSPECTIVE. Terrence Cullinan pp. 38-40. 8. AN INTRODUCTION TO THE EFFECTS OF RECREATIONAL USE ON ROCKY INTERTIDAL ECOSYSTEMS. Joseph S. Devinny pp. 44-49. 9. RECREATIONAL ACCESS: SOME SOCIAL CONSTRAINTS AND CONCERNS. Robert P. Ditton pp. 50-52. 10. DESIGN CONSTRAINTS ON PROVIDING COASTAL ACCESSWAYS. Lon Spharlar pp. 53-56. 11. THE STATE COASTAL CONSERVANCY'S COASTAL ACCESS PROGRAM. Bonnie Wolstoncroft pp. 67-71. 12. TRANSPORTATION PLANNING FOR RECREATIONAL ACCESS IN THE URBAN COMMUNITY. Frank Eberhard pp. 72-74. 13. ENHANCING RECREATIONAL ACCESS OPPORTUNITIES: DEVELOPMENT TRADEOFFS. James Kuebelbeck pp. 75-77. 14. QUESTIONS POSED BY MANAGEMENT. Robert B Ditton pp. 82-85. 15. USER NEEDS AND REQUIREMENTS. Seymour M. Gold pp. 86-94. 16. BEACH RECREATION PLANNING FOR DEVELOPED COASTLINES. William W. Dreyfoos pp. 95-98. 17. RECREATIONAL BEACH ACCESS IN WASHINGTON STATE VIA THE PERMIT PROCESS. Walt Woodward pp. 99-101. 18. PROVISION OF COASTAL ACCESS IN THE LOCAL COASTAL PROGRAMS. Wendy Locksley pp. 107-114. 19. COMPONENTS OF A RECREATION ACCESS PLAN. Seymour M. Gold pp. 115-123. 20. THE SAN FRANCISCO BAY COMMISSION AND PUBLIC ACCESS. Kent Watson pp. 124-132. 21. ADMINISTRATION OF THE OREGON BEACH LAW. Robert W. Gormsen pp. 133-135. 22. AN ACCESS PLAN FOR LOS ANGELES: ONE PLANNER'S PERSPECTIVE. Frank Eberard pp. 136-138.",NA,CASG-W-79-002,T-CSGCP-005,NA,conference/work​shop proceedings,1981,California Sea Grant,Proceedings of a forum on Recreational Access to the Coastal Zone,Same document as SCU-W-79-001,http://nsgl.gso​.uri.edu/scu/sc​uw79001/scuw790​01index.html,"Proceedings of a Forum on Recreational Access To the Coastal Zone, Los Angeles, California, March 1979.","Fawcett, James A.;Manus, Andrew T.;Sorensen, Jens C.",NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6358264_3671_2816685.csv,7 minutes,"Dennis Glaze, Oregon Sea Grant Extension Aquatic Animal Health Program, shows how to manage water flow with proper bulk head size and placement.","Glaze, Dennis",ORESU-V-11-002,ORESU-V-11-002,A/ESG-07,videos,2011,Oregon Sea Grant,Management of water flow: aquatic animal health training (online video),NA,http://www.yout​ube.com/user/Or​egonSeaGrant/vi​deos?query=Mana​gement+of+Water​+Flow,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/6358286_3670_2816684.csv,8.5 minutes,"Dr. Tim Miller-Morgan, Oregon Sea Grant Extension Aquatic Animal Health Program, shows how to properly handle and move fish.","Miller-Morgan, Tim",ORESU-V-11-003,ORESU-V-11-003,A/ESG-07,videos,2011,Oregon Sea Grant,Fish handling techniques: aquatic animal health training,NA,http://www.yout​ube.com/user/Or​egonSeaGrant/vi​deos?query=Fish​+Handling+techn​iques,NA,NA,NA,NA,NA
